Company,Former / alternate names,Website,Brief Description,Company type,B2B/B2C,Protein category,Company focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,HQ Country,HQ State/Province (Non-U.S.),HQ City,Year founded,Founders,Company email,Parent company,Link to parent company's record,Link to subsidiary/brand,Articles in Marketing & Media,_merge,Cheese,Other dairy,Both cheese and other dairy,Neither cheese nor other dairy
soja-austria,,https://soyaustria.com/en/,Austrian producer of soy-based ingredients for food manufacturers. ,Diversified,B2B,Plant-based,Ingredients and inputs,Ingredient optimization,['Other'],,Soy,Europe,Austria,,Vienna,1752,,,,,,,left_only,0,0,0,1
sojabio,,https://sojabio.com/,"France-based producer of soy products, including tofu, cheese, and cheesy spreads.",Diversified,B2C,Plant-based,"Meat,Dairy",End product formulation and manufacturing,['Cheese'],,"Soy,Almond",Europe,France,,Agen,2013,,,,,,,left_only,1,0,0,0
sojade,,https://www.sojade.co.uk/,"France-based plant-based yogurt, cheese, and milk producer.",Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,"['Other dairy', 'Milk', 'Cheese']",,"Soy,Hemp,Rice,Almond,Wheat",Europe,France,Ille-et-Vilaine,Noyal sur Vilaine,1950,,contact@triballat.com,,,,,left_only,1,1,1,0
sojami,,http://lesojami.com/,"Frace-based company specializing in soybean lactofermentation to produce a range of tasty dairy-free, gluten-free, vegan spreads from organic GMO-free soy.",Specialized (focused on alternative proteins),B2C,"Plant-based,Fermentation-derived",Dairy,End product formulation and manufacturing,"['Cheese', 'Milk', 'Other dairy']",,Soy,Europe,France,Lot-et-Garonne,Agen,1997,,lesojami@lesojami.com,,,,,left_only,1,1,1,0
sojasun,,https://www.sojasun.com/,"Sojasun is a French company that sells soy-based products, including milk and desserts.",Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,"['Milk', 'Other dairy']",,"Soy,Corn",Europe,France,Ille-et-Vilaine,Chateaubourg,1988,,contact@avec-olga.com,Olga,,,,left_only,0,1,0,0
sokoow-s.a,,https://sokolow.pl/,Major Polish meat producer that owns the vegan brand “Z gruntu dobre”.,Diversified,B2B,Plant-based,Meat,End product formulation and manufacturing,['Ground meat/seafood'],"Beef/veal,Pork",,Europe,Poland,,Sokołów Podlaski,1899,,,,,,,left_only,0,0,0,1
solar-foods,,https://solarfoods.com,Finnish food technology company harvesting air protein.,Specialized (focused on alternative proteins),B2B,"Biomass fermentation,Cultivated","Ingredients and inputs,Bioprocessing infrastructure and equipment","Bioprocess design,Ingredient optimization,Cell line development",[''],,CO2,"Europe,United States and Canada",Finland,,Lappeenranta,2017,"Pasi Vainikka, Juha-Pekka Pitkänen, Jero Ahola, Janne Mäkelä, and Jari Tuovinen",info@solarfoods.com,,,,,left_only,0,0,0,1
solid-food,,https://www.solidfood.global/,"Quinoa specialist provider with production in Ayacucho, Peru and distribution in Europe out of Belgium.",Diversified,B2B,Plant-based,"Ingredients and inputs,Contract manufacturing/processing",Ingredient optimization,['Ingredients'],Beef/veal,Quinoa,"Latin America,Europe,United States and Canada",Belgium,,Gent,2015,Solid,info@solidfood.global,,,,,left_only,0,0,0,1
solmeyea,,https://solmeyea.com/index.html,Carbon-neutral FDA & EFSA approved proteins suitable for plant-based or conventional food formulation. ,Diversified,B2B,"Fermentation-derived,Biomass fermentation",Ingredients and inputs,Ingredient optimization,"['Ingredients', 'Oils and fats']",,Microalgae,Europe,Greece,Athens,Pallini,2019,Vasilis Stenos and Diego Grumbach,info@solmeyea.com,solmeyea,,,,left_only,0,0,0,1
soria-natural,,https://www.sorianatural.es/,Soria Natural offers plant-based meat products with a particular focus on health and sustainability. ,Diversified,"B2B,B2C",Plant-based,"Meat,Ingredients and inputs","End product formulation and manufacturing,Ingredient optimization","['Ground meat/seafood', 'Ingredients']",Beef/veal,,Europe,Spain,Castile and León,Soria,1982,,soria@sorianatural.es,,,,,left_only,0,0,0,1
soto,,https://www.soto.de/,"German company that specializes in plant-based burgers, nuggets, falafel, and other finger foods.",Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Meat,End product formulation and manufacturing,"['Other meat/seafood', 'Ground meat/seafood']",Beef/veal,"Pea,Cashew,Quinoa,Sweet potato,Rice,Hemp,Soy",Europe,Germany,Bayern,Bad Endorf,1988,Maria Schramm,info@soto.de,Organic Veggie Food GmbH,,,,left_only,0,0,0,1
soy,,https://www.soy.fr/,"France-based producer of plant-based foodstuffs, including soy-based meats and soy and rice milks.",Diversified,B2C,Plant-based,"Meat,Dairy,Seafood",End product formulation and manufacturing,"['Other meat/seafood', 'Ground meat/seafood', 'Milk', 'Other dairy']",,"Soy,Lentils,Rice,Hazelnut,Millet,Seaweed",Europe,France,Haute-Garonne,Revel,1970,Bernard Storup,,,,,,left_only,0,1,0,0
soy-austria,,www.soyaustria.com,Austrian producer of soy-based ingredients for food manufacturers. ,Diversified,B2B,Plant-based,Ingredients and inputs,Ingredient optimization,['Ingredients'],,Soy,Europe,Austria,,Vienna,1752,,,,,,,left_only,0,0,0,1
soyana,,https://soyana.ch/,"Switzerland-based producer of soy-based alternatives to dairy, eggs, and meat. ",Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Dairy,Eggs",End product formulation and manufacturing,"['Other meat/seafood', 'Milk', 'Other dairy', 'Cheese', 'Ground meat/seafood', 'Eggs', 'Ingredients']","Beef/veal,Chicken,Pork,Turkey","Soy,Wheat,Rice,Sunflower",Europe,Switzerland,,Schlieren,1981,A.W. Dänzer,info@soyana.ch,,,,,left_only,1,1,1,0
soyking,,https://www.soyking.co.uk/,Soy ingredient provider. ,Diversified,B2B,Plant-based,Ingredients and inputs,,['Ingredients'],,Soy,Europe,United Kingdom,,Milton Keynes,2007,,,,,,,left_only,0,0,0,1
soymik-co,,https://www.soymik.ru/eng,"Russia-based producer of soy-based products, including a soy meat crumble product. ",Diversified,B2C,Plant-based,Meat,End product formulation and manufacturing,['Ground meat/seafood'],,Soy,Europe,Russia,,St. Petersburg,,,zakaz@soymik.ru,,,,,left_only,0,0,0,1
spero,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
sproud,,https://besproud.com/,Plant-based milk powered by peas.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Milk'],,Pea,Europe,Sweden,,,2018,Maria Tegman and Christopher Robertson,whatsup.uk@sproud.se,Sproud International AB,,,,left_only,0,0,0,1
squeaky-bean,,https://www.squeakybean.co.uk/,"UK-based producer of cravable plant-based meats, including deli slices, nuggets, and fillets. ",Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,"['Ground meat/seafood', 'Whole muscle meat/seafood', 'Other meat/seafood']","Chicken,Beef/veal,Pork","Wheat,Soy,Pea,Potato",Europe,United Kingdom,,Redhill,2018,,,"Compleat Food Group, Winterbotham Darby",,,1.0,both,0,0,0,1
squp-gelato,,https://squpgelato.it/,Italian plant-based gelato company.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Other dairy'],,"Coconut,Hazelnut,Pistachio",Europe,Italy,,Rome,2020,,,,,,,left_only,0,1,0,0
standing-ovation,,https://standing-ovation.co/,France-based company producing casein through precision fermentation. ,Specialized (focused on alternative proteins),B2C,Precision fermentation,"Dairy,Ingredients and inputs",Ingredient optimization,['Ingredients'],,Casein,Europe,France,,Paris,2020,Romain Chayot,information@standing-ovation.co,,,,,left_only,0,0,0,1
starbucks,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
steakholder-foods,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
steinecker,,www.steinecker.com,"Partner for innovative solutions in sustainable brewing, alternative food processing, and bioprocessing. ",Diversified,B2B,"Plant-based,Cultivated,Fermentation-derived,Traditional fermentation,Biomass fermentation,Precision fermentation","Food processing infrastructure and equipment,Bioprocessing infrastructure and equipment",Bioprocess design,[''],,,"Africa/Middle East,Asia Pacific,Australia/New Zealand,Europe,Latin America,United States and Canada",Germany,Bavaria,Freising,1876,Anton Steinecker,info.steinecker@krones.com,Krones AG,,,,left_only,0,0,0,1
stockeld-dreamery,,https://www.stockeld.com/,"Plant-based cheese, yogurt, and ice cream.",Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,"Chickpea,Lentils,Pea,Potato","Europe,United States and Canada",Sweden,,Solna,2019,Soroush Tavakoli and Anja Leissner,hej@stockeld.com,,,,,left_only,1,0,0,0
strong-roots,,,,,,,,,[''],,,,,,,,,,,,,2.0,right_only,0,0,0,1
studio-fava,,www.studiofava.nl,"Innovation partner in development of plant-based, fermentation-based and cell-based foods.",Specialized (focused on alternative proteins),B2B,"Plant-based,Cultivated,Fermentation-derived,Precision fermentation,Biomass fermentation,Blended","Ingredients and inputs,Contract manufacturing/processing","Bioprocess design,Scaffolding and structure,End product formulation and manufacturing,Ingredient optimization",[''],,,"Asia Pacific,Europe,United States and Canada",Netherlands,Noord-Brabant,'s-Hertogenbosch,2020,Dennis Favier,info@studiofava.nl,,,,,left_only,0,0,0,1
suanfarma,,https://www.suanfarma.com/cipan/,,Diversified,,Fermentation-derived,Contract manufacturing/processing,,[''],,,Europe,Portugal,,Lisbon,1993,,,,,,,left_only,0,0,0,1
sun-bear-biofuture,,https://www.sunbearbioworks.com/,UK-based company that produces a range of high value to commodity fats and oils using yeast and fermentation for the food and oleochemical markets.,Diversified,B2B,"Precision fermentation,Fermentation-derived",Ingredients and inputs,"Host strain development,Feedstocks,Ingredient optimization",['Oils and fats'],,Yeast,Europe,United Kingdom,,Oxford,2022,Ben Wilding and Ben Williams,info@sunbearbiofuture.com,,,,,left_only,0,0,0,1
sunbloom-proteins,,https://www.sunbloom.de/,"Produces plant-based protein for food applications from European-sourced, non-GMO sunflower seeds. Suggested applications are as a milk-substitute in dairy products and in a variety of baked goods. They also offer a texturized substitute suitable for meat-alternatives.",Specialized (focused on alternative proteins),B2B,Plant-based,Ingredients and inputs,Ingredient optimization,['Ingredients'],,Sunflower,Europe,Germany,Bavaria,Munich,2017,Thomas Stuchly,info@sunbloom.de,,,,,left_only,0,0,0,1
sunflower-family,,https://sunflowerfamily.de/,Maker of ground meat from textured sunflower protein.,Specialized (focused on alternative proteins),B2C,Plant-based,"Meat,Dairy",End product formulation and manufacturing,"['Ground meat/seafood', 'Milk', 'Other dairy', 'Oils and fats']",,"Sunflower,Almond","Europe,United States and Canada",Germany,Bayern,Buchenberg,2013,"Fabian Breisinger, Nicole Breisinger, and Oliver Schnekmann",info@sunflowerFamily.de,,,,,left_only,0,1,0,0
sunfly,,https://shopsunfly.com/,Estonia-based company creating plant-based dairy products from sunflower seeds.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,"['Milk', 'Other dairy', 'Other']",,Sunflower,Europe,Estonia,,Tallinn,2022,"Dmitri, Leonid, and Mark Eivin",,,,,,left_only,0,1,0,0
superunie,,https://www.superunie.nl/en/,Dutch purchasing organisation that has launched a range of plant-based meat products under the brand Go Vega!,Diversified,B2B,Plant-based,"Meat,Dairy",End product formulation and manufacturing,"['Whole muscle meat/seafood', 'Ground meat/seafood']",,,Europe,Netherlands,,,1956,,,,,,,left_only,0,0,0,1
sustainable-planet,,www.sustainablep.com,Growing the most sustainable plant protein in the world.,Specialized (focused on alternative proteins),B2B,Plant-based,Ingredients and inputs,Crop development,['Ingredients'],,Duckweed,"Europe,Asia Pacific,Africa/Middle East",United Kingdom,,London,2021,Sven Kaufmann and Michael Mathres,info@sustainablepla.net,,,,,left_only,0,0,0,1
swan-neck-bio,,https://www.swanneck.bio/,"Danish spin-off company that has developed technology to help companies trial, validate, and scale microorganisms from lab to 1,000L - relevant to both precision and biomass fermentation.",Diversified,B2B,"Biomass fermentation,Precision fermentation,Fermentation-derived",Bioprocessing infrastructure and equipment,"Cell line development,Bioprocess design",[''],,,Europe,Denmark,,Tårnby,2023,Troels Prahl and Mark Emil Hermansen,enquiries@swanneck.bio,,,,,left_only,0,0,0,1
swap,"Umiami, SWAP Food",https://swapfood.com/,Startup producing a new kind of plant-based chicken.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Seafood",End product formulation and manufacturing,['Whole muscle meat/seafood'],Chicken,"Soy,Pea,Yeast","Europe,United States and Canada",France,,Paris,2020,"Tristan Maurel, Martin Habfast, and Clémence Pedraza",,,,,,left_only,0,0,0,1
swedish-glace,,https://www.wallsicecream.com/uk/our-brands/swedish-glace/our-history.html,UK-based plant-based ice cream company.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Other dairy'],,"Soy,Coconut",Europe,United Kingdom,,London,1990,,,Unilever,Unilever,,,left_only,0,1,0,0
swee,,https://sweecreamery.com/,Plant-based ice cream company. ,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Other dairy'],,"Oat,Coconut","Europe,United States and Canada",Portugal,Lisbon,Porto Salvo,2021,Tiago Rebelo and Diogo Valente,https://sweecreamery.com/pages/contact,,,,,left_only,0,1,0,0
swizzels,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
sykofagos,The Golden Oriole,https://sykofagos.gr/,"Greece-based company that produces various fig products, including fig salami.",Diversified,B2C,Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],Pork,"Almond,Pistachio",Europe,Greece,,Agios Ioannis Rentis,2013,,info@sykofagos.gr,,,,,left_only,0,0,0,1
symrise,,https://www.symrise.com/,"German company that develops, produces and sells fragrance, flavoring and food ingredients, cosmetic active ingredients and raw materials as well as functional ingredients and solutions that enhance the sensory properties and nutrition of various products.",Diversified,B2B,"Plant-based,Fermentation-derived",Ingredients and inputs,Ingredient optimization,['Ingredients'],,,"Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand,Latin America,United States and Canada",Germany,,Holzminden,2003,Merger of Bayer subsidiary Haarmann & Reimer (H&R) and Dragoco,,,,,,left_only,0,0,0,1
synnve-finden,,https://www.synnove.no/,First cheese producer in Norway to debut a line of vegan cheeses,Diversified,B2C,Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,Rice,Europe,Norway,,Oslo,1996,,resepsjon.oslo@synnove.no,,,,,left_only,1,0,0,0
target,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
tashir-food,Tashir Food,https://en.notmeat.ru/,Russian manufacturer of vegetable protein products.,Specialized (focused on alternative proteins),B2B,Plant-based,Meat,End product formulation and manufacturing,['Ground meat/seafood'],"Beef/veal,Chicken,Pork","Soy,Wheat",Europe,Russia,,,,,hello@notmeat.ru,Tashir Food,,,,left_only,0,0,0,1
tate-lyle,,https://www.tateandlyle.com,"Turns raw materials into ingredients and solutions that add taste, texture, nutrients and increased functionality to food, beverages, industrial products, personal care products and animal feed.",Diversified,B2B,"Plant-based,Fermentation-derived",Ingredients and inputs,Ingredient optimization,[''],,"Tapioca,Chickpea","Europe,United States and Canada,Africa/Middle East,Asia Pacific,Australia/New Zealand,Latin America",United Kingdom,,London,1921,Abram Lyle,,,,,,left_only,0,0,0,1
tech4meat,,,Slovenian cultivated meat startup.,Specialized (focused on alternative proteins),B2B,Cultivated,,"Bioprocess design,Cell line development",[''],,,Europe,Slovenia,,,2024,,,,,,,left_only,0,0,0,1
tempty-foods,,https://www.tempty-foods.com/,Denmark-based company producing mycelium-based meat products.,Specialized (focused on alternative proteins),B2C,Biomass fermentation,Meat,End product formulation and manufacturing,"['Other meat/seafood', 'Ground meat/seafood']",,"Mycoprotein,Quinoa,Lentils,Oat",Europe,Denmark,,Copenhagen,2021,"Ana Pejic, Cecilie e. Lund, and Martina Lokajova",info@tempty-foods.com,,,,,left_only,0,0,0,1
tenderlish,,https://www.tenderlish.co.uk/,FrieslandCampina's plant-based chicken brand. ,Diversified,B2C,"Plant-based,Blended",Meat,End product formulation and manufacturing,['Ground meat/seafood'],Chicken,"Wheat,Oat,Pea",Europe,Netherlands,,,2023,,,FrieslandCampina ,FrieslandCampina,,,left_only,0,0,0,1
